,predictions,labels
4353,11,11
4354,14,16
4355,15,9
4356,10,8
4357,10,18
4358,12,10
4359,17,13
4360,23,19
4361,23,29
4362,28,23
4363,30,20
4364,25,27
4365,25,17
4366,20,32
4367,21,24
4368,26,37
4369,26,34
4370,38,27
4371,42,32
4372,35,22
4373,21,19
4374,17,29
4375,23,31
4376,18,23
4377,18,22
4378,19,27
4379,18,32
4380,21,24
4381,24,35
4382,22,31
4383,23,45
4384,36,35
4385,37,35
4386,36,31
4387,42,43
4388,44,44
4389,36,49
4390,40,18
4391,27,27
4392,24,19
4393,19,21
4394,15,17
4395,17,16
4396,17,17
4397,19,26
4398,22,32
4399,20,22
4400,17,17
4401,15,14
4402,16,16
4403,12,14
4404,13,15
4405,12,13
4406,14,13
4407,16,18
4408,22,22
4409,23,14
4410,38,29
4411,45,31
4412,40,40
4413,47,50
4414,45,29
4415,27,32
4416,23,21
4417,24,24
4418,18,27
4419,31,27
4420,23,31
4421,20,31
4422,23,23
4423,22,21
4424,16,15
4425,16,19
4426,15,17
4427,15,24
4428,19,26
4429,22,31
4430,22,37
4431,39,26
4432,33,27
4433,33,24
4434,31,33
4435,38,29
4436,36,41
4437,36,50
4438,38,16
4439,15,16
4440,16,19
4441,21,18
4442,19,18
4443,20,17
4444,20,17
4445,13,21
4446,19,16
4447,19,21
4448,17,22
4449,19,22
4450,17,24
4451,18,24
4452,18,22
4453,21,20
4454,23,26
4455,27,27
4456,34,24
4457,32,29
4458,32,32
4459,46,43
4460,37,47
4461,37,43
4462,33,27
4463,22,23
4464,23,33
4465,24,27
4466,21,29
4467,30,35
4468,28,39
4469,32,32
4470,27,26
4471,19,22
4472,18,22
4473,15,21
4474,15,24
4475,23,29
4476,20,24
4477,21,32
4478,21,34
4479,25,29
4480,30,27
4481,31,43
4482,38,45
4483,43,45
4484,44,56
4485,42,53
4486,40,47
4487,49,53
4488,53,59
4489,73,56
4490,61,42
4491,45,40
4492,34,22
4493,21,23
4494,29,27
4495,34,37
4496,50,39
4497,60,50
4498,75,42
4499,59,59
4500,87,92
4501,119,105
4502,125,112
4503,116,110
4504,109,105
4505,101,110
4506,107,120
4507,109,110
4508,99,105
4509,90,93
4510,87,22
4511,17,24
4512,20,24
4513,17,23
4514,14,26
4515,22,29
4516,23,32
4517,29,44
4518,54,45
4519,71,45
4520,66,49
4521,67,53
4522,77,40
4523,45,35
4524,36,53
4525,66,72
4526,73,67
4527,77,66
4528,75,67
4529,62,65
4530,64,74
4531,67,75
4532,67,66
4533,54,75
4534,53,19
4535,13,20
4536,12,21
4537,12,20
4538,13,24
4539,17,27
4540,18,26
4541,20,26
4542,26,39
4543,39,37
4544,36,43
4545,40,39
4546,40,51
4547,62,45
4548,44,56
4549,54,77
4550,75,77
4551,74,71
4552,68,68
4553,57,70
4554,55,67
4555,52,67
4556,51,61
4557,49,59
4558,45,58
4559,75,64
4560,69,58
4561,59,60
4562,78,68
4563,95,67
4564,105,60
4565,88,47
4566,67,33
4567,57,37
4568,73,42
4569,83,50
4570,96,64
4571,111,79
4572,117,87
4573,90,81
4574,61,84
4575,80,119
4576,147,91
4577,90,89
4578,85,101
4579,100,105
4580,92,109
4581,109,114
4582,123,53
4583,59,50
4584,53,54
4585,51,45
4586,58,53
4587,71,47
4588,74,37
4589,56,27
4590,44,29
4591,43,44
4592,64,74
4593,86,50
4594,81,59
4595,87,75
4596,94,64
4597,75,73
4598,89,81
4599,121,89
4600,128,92
4601,110,87
4602,89,97
4603,89,98
4604,82,91
4605,93,70
4606,90,56
4607,66,63
4608,71,58
4609,49,47
4610,50,43
4611,29,35
4612,26,29
4613,30,24
4614,25,24
4615,25,24
4616,31,27
4617,40,33
4618,50,45
4619,64,59
4620,80,67
4621,90,72
4622,75,60
4623,75,68
4624,83,75
4625,91,84
4626,108,114
4627,80,112
4628,77,89
4629,69,77
4630,70,20
4631,22,16
4632,17,18
4633,18,20
4634,18,23
4635,21,21
4636,20,20
4637,20,17
4638,21,15
4639,25,17
4640,28,21
4641,28,24
4642,34,49
4643,61,58
4644,58,68
4645,67,85
4646,79,81
4647,78,90
4648,87,93
4649,86,101
4650,77,97
4651,83,98
4652,86,103
4653,93,95
4654,62,54
4655,55,60
4656,65,59
4657,53,60
4658,62,64
4659,83,65
4660,90,58
4661,75,45
4662,55,35
4663,54,40
4664,70,45
4665,84,56
4666,95,60
4667,103,81
4668,115,105
4669,137,94
4670,88,74
4671,57,93
4672,115,73
4673,67,81
4674,77,91
4675,88,101
4676,83,110
4677,99,119
4678,112,51
4679,76,56
4680,70,42
4681,41,29
4682,34,27
4683,33,22
4684,26,18
4685,27,17
4686,27,16
4687,26,17
4688,33,26
4689,62,56
4690,85,68
4691,87,84
4692,114,101
4693,109,98
4694,94,101
4695,96,101
4696,87,99
4697,92,101
4698,89,101
4699,89,101
4700,85,101
4701,84,101
4702,86,59
4703,72,54
4704,53,50
4705,39,51
4706,39,49
4707,44,49
4708,62,59
4709,73,54
4710,62,35
4711,56,41
4712,70,47
4713,76,60
4714,96,80
4715,131,85
4716,82,73
4717,67,53
4718,86,66
4719,48,60
4720,75,58
4721,74,75
4722,77,82
4723,72,95
4724,72,98
4725,73,94
4726,76,43
4727,57,50
4728,57,40
4729,41,37
4730,42,37
4731,44,37
4732,51,29
4733,31,23
4734,29,21
4735,32,26
4736,46,34
4737,61,42
4738,65,45
4739,72,47
4740,68,50
4741,82,65
4742,97,72
4743,112,80
4744,117,87
4745,111,82
4746,95,75
4747,95,73
4748,84,56
4749,63,64
4750,71,59
4751,66,61
4752,59,56
4753,54,59
4754,62,61
4755,63,58
4756,68,56
4757,80,54
4758,68,43
4759,60,47
4760,71,59
4761,91,70
4762,96,75
4763,112,88
4764,93,72
4765,62,61
4766,50,58
4767,50,65
4768,73,74
4769,71,80
4770,75,99
4771,81,109
4772,81,114
4773,82,110
4774,90,89
4775,92,80
4776,80,72
4777,70,71
4778,69,74
4779,63,68
4780,64,70
4781,62,66
4782,66,68
4783,98,82
4784,123,88
4785,71,109
4786,116,98
4787,102,112
4788,92,147
4789,118,166
4790,136,131
4791,69,110
4792,74,95
4793,81,114
4794,95,117
4795,105,131
4796,106,140
4797,115,143
4798,100,75
4799,68,68
4800,63,54
4801,42,51
4802,39,45
4803,33,51
4804,40,45
4805,38,53
4806,47,61
4807,77,58
4808,101,77
4809,66,92
4810,87,93
4811,97,94
4812,94,91
4813,86,95
4814,70,88
4815,88,101
4816,102,101
4817,108,103
4818,97,116
4819,109,101
4820,86,84
4821,76,87
4822,67,56
4823,32,54
4824,42,50
4825,38,49
4826,35,45
4827,34,43
4828,36,42
4829,33,47
4830,36,49
4831,50,65
4832,64,77
4833,67,84
4834,78,72
4835,107,97
4836,101,89
4837,86,95
4838,101,93
4839,99,84
4840,83,93
4841,84,93
4842,82,84
4843,73,84
4844,71,79
4845,66,103
4846,140,93
4847,126,101
4848,111,101
4849,107,90
4850,103,87
4851,100,75
4852,82,81
4853,93,88
4854,113,101
4855,114,110
4856,132,120
4857,145,131
4858,141,161
4859,159,194
4860,162,163
4861,142,110
4862,74,107
4863,92,114
4864,104,124
4865,112,143
4866,136,167
4867,141,158
4868,128,152
4869,126,75
4870,91,81
4871,84,88
4872,74,75
4873,78,70
4874,74,70
4875,75,66
4876,72,54
4877,76,63
4878,86,75
4879,92,90
4880,104,105
4881,121,103
4882,111,113
4883,118,130
4884,133,147
4885,132,107
4886,75,108
4887,85,99
4888,95,105
4889,97,124
4890,113,130
4891,122,145
4892,122,136
4893,113,68
4894,57,61
4895,52,59
4896,54,64
4897,47,60
4898,36,56
4899,48,56
4900,58,59
4901,56,59
4902,98,70
4903,70,79
4904,98,89
4905,101,93
4906,86,94
4907,83,97
4908,79,105
4909,79,105
4910,101,117
4911,107,127
4912,102,114
4913,90,129
4914,107,140
4915,93,149
4916,121,135
4917,100,99
4918,90,85
4919,86,81
4920,63,72
4921,57,66
4922,54,64
4923,46,54
4924,41,51
4925,39,59
4926,60,66
4927,81,59
4928,47,43
4929,72,77
4930,81,85
4931,73,103
4932,108,112
4933,129,114
4934,122,127
4935,151,131
4936,141,127
4937,114,122
4938,115,112
4939,95,112
4940,126,110
4941,114,105
4942,97,99
4943,99,103
4944,103,99
4945,98,92
4946,85,89
4947,79,84
4948,101,91
4949,113,101
4950,103,109
4951,109,119
4952,118,131
4953,133,156
4954,154,164
4955,133,110
4956,72,109
4957,94,105
4958,89,129
4959,102,140
4960,121,147
4961,124,135
4962,109,138
4963,114,101
4964,95,105
4965,101,97
4966,90,84
4967,88,84
4968,83,85
4969,80,75
4970,74,70
4971,73,73
4972,87,73
4973,72,65
4974,63,59
4975,56,59
4976,72,71
4977,85,90
4978,97,99
4979,96,105
4980,112,120
4981,106,116
4982,103,108
4983,111,114
4984,108,124
4985,116,126
4986,120,127
4987,117,87
4988,79,99
4989,76,103
4990,68,108
4991,77,94
4992,64,88
4993,76,70
4994,52,60
4995,53,54
4996,71,84
4997,84,107
4998,112,114
4999,131,130
5000,136,146
5001,144,172
5002,156,126
5003,78,99
5004,70,105
5005,78,101
5006,92,101
5007,89,117
5008,111,134
5009,104,131
5010,101,122
5011,91,63
5012,73,61
5013,71,61
5014,56,58
5015,53,59
5016,64,56
5017,59,50
5018,50,54
5019,65,54
5020,96,66
5021,73,82
5022,87,89
5023,96,85
5024,95,99
5025,113,110
5026,112,135
5027,129,117
5028,82,109
5029,79,112
5030,111,120
5031,101,114
5032,103,124
5033,118,133
5034,125,134
5035,110,124
5036,108,130
5037,103,117
5038,88,110
5039,86,105
5040,80,77
5041,69,59
5042,52,66
5043,56,71
5044,75,79
5045,94,95
5046,93,109
5047,92,101
5048,106,134
5049,145,145
5050,130,143
5051,97,99
5052,67,110
5053,83,103
5054,89,109
5055,93,134
5056,117,156
5057,119,141
5058,108,135
5059,110,134
5060,119,131
5061,116,140
5062,112,124
5063,96,117
5064,96,103
5065,73,70
5066,30,32
5067,19,11
5068,10,3
5069,12,8
5070,10,3
5071,8,3
5072,8,14
5073,12,8
5074,29,34
5075,38,37
5076,60,27
5077,48,22
5078,37,23
5079,54,27
5080,50,26
5081,49,24
5082,49,26
5083,43,87
5084,101,79
5085,73,84
5086,75,81
5087,48,56
5088,31,9
5089,10,7
5090,8,7
5091,8,24
5092,36,47
5093,53,44
5094,57,27
5095,35,13
5096,35,10
5097,17,4
5098,9,15
5099,18,22
5100,44,32
5101,47,29
5102,42,35
5103,46,39
5104,45,31
5105,43,29
5106,39,77
5107,68,74
5108,64,70
5109,52,53
5110,34,22
5111,16,9
5112,8,5
5113,6,5
5114,6,10
5115,8,34
5116,37,35
5117,34,31
5118,41,23
5119,27,18
5120,21,13
5121,12,11
5122,11,11
5123,13,14
5124,22,32
5125,47,24
5126,44,24
5127,38,27
5128,37,26
5129,38,27
5130,40,161
5131,134,151
5132,123,156
5133,125,135
5134,95,126
5135,94,109
5136,66,54
5137,20,24
5138,13,9
5139,9,7
5140,8,11
5141,9,8
5142,8,3
5143,8,14
5144,15,26
5145,34,37
5146,35,29
5147,55,21
5148,51,22
5149,43,24
5150,52,29
5151,51,29
5152,47,27
5153,51,29
5154,49,133
5155,107,126
5156,103,138
5157,119,134
5158,110,120
5159,96,94
5160,63,56
5161,20,31
5162,16,13
5163,14,14
5164,14,17
5165,14,11
5166,14,13
5167,12,13
5168,16,19
5169,25,35
5170,36,32
5171,43,27
5172,44,27
5173,44,27
5174,50,27
5175,47,22
5176,44,34
5177,43,19
5178,38,124
5179,95,110
5180,51,117
5181,68,116
5182,73,120
5183,74,101
5184,60,70
5185,31,50
5186,30,29
5187,16,4
5188,10,11
5189,13,8
5190,10,14
5191,10,11
5192,15,16
5193,25,37
5194,63,43
5195,40,27
5196,27,29
5197,44,34
5198,50,34
5199,42,35
5200,42,35
5201,34,35
5202,42,101
5203,79,93
5204,81,89
5205,75,91
5206,65,90
5207,59,66
5208,22,20
5209,9,7
5210,6,10
5211,8,10
5212,7,5
5213,7,7
5214,6,5
5215,7,5
5216,7,4
5217,7,4
5218,10,5
5219,15,11
5220,22,24
5221,61,34
5222,56,34
5223,55,34
5224,48,32
5225,47,33
5226,47,136
5227,88,136
5228,100,146
5229,113,134
5230,96,124
5231,88,95
5232,44,51
5233,18,17
5234,10,11
5235,8,10
5236,8,8
5237,7,8
5238,7,3
5239,7,5
5240,12,19
5241,34,24
5242,37,26
5243,49,24
5244,48,22
5245,40,21
5246,43,27
5247,41,20
5248,41,35
5249,46,29
5250,45,119
5251,91,117
5252,99,110
5253,103,105
5254,86,98
5255,72,89
5256,45,51
5257,14,5
5258,7,4
5259,9,5
5260,9,4
5261,7,3
5262,6,5
5263,8,120
5264,54,110
5265,79,136
5266,126,131
5267,94,117
5268,72,105
5269,64,40
5270,14,19
5271,11,5
5272,8,10
5273,8,8
5274,8,3
5275,7,9
5276,12,20
5277,23,42
5278,37,22
5279,52,29
5280,37,13
5281,37,32
5282,38,20
5283,43,23
5284,37,26
5285,39,29
5286,44,29
5287,37,122
5288,78,108
5289,92,117
5290,82,98
5291,70,90
5292,69,87
5293,57,68
5294,27,23
5295,11,8
5296,8,5
5297,8,10
5298,7,9
5299,8,9
5300,9,8
5301,12,21
5302,23,29
5303,36,40
5304,45,24
5305,38,24
5306,38,24
5307,49,26
5308,44,24
5309,42,29
5310,40,26
5311,38,129
5312,93,127
5313,99,122
5314,113,135
5315,111,127
5316,87,113
5317,71,75
5318,26,42
5319,18,18
5320,11,11
5321,10,11
5322,10,7
5323,8,11
5324,14,22
5325,17,32
5326,31,45
5327,35,29
5328,36,21
5329,39,22
5330,41,33
5331,48,33
5332,43,31
5333,43,31
5334,43,27
5335,38,26
5336,38,27
5337,31,23
5338,21,20
5339,20,21
5340,13,15
5341,16,17
5342,16,20
5343,27,24
5344,36,35
5345,37,37
5346,44,49
5347,57,59
5348,66,61
5349,68,56
5350,52,50
5351,37,43
5352,31,37
5353,27,39
5354,28,35
5355,23,31
5356,29,22
5357,25,26
5358,26,15
5359,22,29
5360,31,32
5361,38,24
5362,32,26
5363,27,22
5364,18,20
5365,15,16
5366,14,21
5367,16,32
5368,26,32
5369,33,31
5370,34,29
5371,27,34
5372,49,37
5373,45,47
5374,39,43
5375,29,47
5376,31,50
5377,34,45
5378,30,40
5379,30,37
5380,30,18
5381,18,11
5382,15,19
5383,17,27
5384,37,31
5385,41,27
5386,38,27
5387,34,19
5388,30,24
5389,23,24
5390,24,24
5391,22,21
5392,23,21
5393,28,27
5394,33,27
5395,35,32
5396,42,31
5397,33,32
5398,32,43
5399,38,44
5400,35,41
5401,36,47
5402,36,41
5403,33,7
5404,15,8
5405,16,11
5406,17,11
5407,17,24
5408,46,26
5409,33,21
5410,19,19
5411,20,15
5412,17,14
5413,18,16
5414,21,21
5415,34,29
5416,44,37
5417,56,41
5418,55,45
5419,66,37
5420,28,35
5421,31,24
5422,33,33
5423,41,21
5424,31,18
5425,23,20
5426,22,17
5427,19,17
5428,20,23
5429,28,24
5430,37,29
5431,42,40
5432,46,41
5433,56,47
5434,62,49
5435,58,54
5436,55,47
5437,45,40
5438,39,44
5439,36,35
5440,31,33
5441,27,33
5442,32,27
5443,29,19
5444,27,24
5445,28,35
5446,44,32
5447,40,31
5448,36,27
5449,30,24
5450,25,22
5451,31,26
5452,29,23
5453,34,24
5454,32,24
5455,41,31
5456,39,34
5457,43,37
5458,45,35
5459,39,35
5460,35,41
5461,42,39
5462,35,44
5463,35,44
5464,34,34
5465,31,35
5466,31,35
5467,32,22
5468,26,18
5469,24,29
5470,49,27
5471,44,24
5472,33,22
5473,32,23
5474,29,23
5475,29,23
5476,29,24
5477,27,23
5478,32,24
5479,32,24
5480,33,27
5481,34,26
5482,37,29
5483,38,24
5484,28,27
5485,27,24
5486,24,24
5487,24,26
5488,29,22
5489,25,13
5490,22,16
5491,25,14
5492,23,13
5493,24,32
5494,45,17
5495,28,16
5496,23,18
5497,20,16
5498,20,15
5499,18,22
5500,26,33
5501,36,32
5502,46,35
5503,57,45
5504,51,49
5505,87,58
5506,78,63
5507,75,54
5508,63,54
5509,49,51
5510,37,40
5511,29,31
5512,30,29
5513,24,26
5514,30,29
5515,31,24
5516,28,18
5517,26,24
5518,29,23
5519,25,21
5520,26,24
5521,32,29
5522,36,32
5523,38,31
5524,34,24
5525,40,19
5526,26,26
5527,23,14
5528,18,15
5529,16,16
5530,17,24
5531,23,24
5532,40,29
5533,51,37
5534,50,47
5535,55,45
5536,61,44
5537,57,53
5538,85,47
5539,60,59
5540,51,54
5541,43,45
5542,36,35
5543,33,32
5544,26,34
5545,32,27
5546,31,15
5547,25,11
5548,23,23
5549,30,27
5550,36,24
5551,28,18
5552,19,14
5553,18,17
5554,21,15
5555,17,17
5556,19,21
5557,27,29
5558,44,35
5559,49,35
5560,61,44
5561,61,45
5562,55,45
5563,45,43
5564,37,42
5565,32,37
5566,31,35
5567,32,31
5568,26,34
5569,31,27
5570,29,29
5571,29,29
5572,28,31
5573,38,27
5574,38,22
5575,23,20
5576,20,21
5577,19,19
5578,20,17
5579,18,23
5580,28,35
5581,37,37
5582,47,45
5583,50,41
5584,59,44
5585,60,53
5586,60,47
5587,51,51
5588,44,53
5589,40,47
5590,32,33
5591,27,29
5592,24,27
5593,28,24
5594,27,22
5595,26,18
5596,24,18
5597,17,14
5598,16,15
5599,13,17
5600,12,13
5601,9,14
5602,11,5
5603,9,14
5604,8,3
5605,8,11
5606,10,3
5607,7,5
5608,6,18
5609,7,3
5610,7,3
5611,6,3
5612,6,8
5613,7,11
5614,7,5
5615,12,9
5616,14,7
5617,22,22
5618,19,9
5619,16,13
5620,20,15
5621,10,10
5622,12,15
5623,9,18
5624,8,13
5625,10,11
5626,7,11
5627,7,11
5628,8,9
5629,12,24
5630,8,13
5631,6,11
5632,7,5
5633,7,3
5634,6,9
5635,6,3
5636,6,5
5637,7,5
5638,8,14
5639,9,7
5640,11,19
5641,12,32
5642,15,11
5643,15,19
5644,11,13
5645,9,16
5646,11,16
5647,12,13
5648,10,21
5649,11,13
5650,8,7
5651,5,10
5652,8,10
5653,6,9
5654,5,4
5655,5,3
5656,5,4
5657,6,5
5658,5,4
5659,5,5
5660,5,3
5661,6,5
5662,7,4
5663,8,8
5664,10,17
5665,14,7
5666,13,22
5667,18,24
5668,16,7
5669,10,3
5670,8,8
5671,7,5
5672,7,5
5673,7,7
5674,7,3
5675,7,5
5676,8,5
5677,11,16
5678,13,26
5679,26,29
5680,26,29
5681,22,21
5682,20,24
5683,17,23
5684,16,22
5685,15,29
5686,15,11
5687,10,17
5688,12,9
5689,10,14
5690,11,8
5691,7,13
5692,10,7
5693,11,3
5694,8,13
5695,9,10
5696,9,9
5697,10,8
5698,12,15
5699,15,16
5700,19,11
5701,18,22
5702,21,20
5703,19,18
5704,13,14
5705,11,19
5706,14,14
5707,10,5
5708,17,13
5709,12,11
5710,11,3
5711,8,3
5712,9,5
5713,9,8
5714,7,10
5715,9,9
5716,6,5
5717,6,9
5718,6,5
5719,6,8
5720,7,4
5721,7,7
5722,10,8
5723,11,15
5724,13,27
5725,24,29
5726,35,60
5727,41,13
5728,12,17
5729,12,14
5730,12,17
5731,13,11
5732,9,9
5733,9,14
5734,10,11
5735,10,4
5736,6,5
5737,7,8
5738,6,5
5739,6,3
5740,6,3
5741,6,3
5742,5,5
5743,6,3
5744,6,3
5745,6,5
5746,7,5
5747,11,11
5748,11,10
5749,17,5
5750,12,5
5751,15,13
5752,14,17
5753,13,10
5754,9,20
5755,10,14
5756,9,8
5757,9,5
5758,7,10
5759,7,4
5760,7,11
5761,9,8
5762,6,3
5763,6,14
5764,7,9
5765,6,5
5766,7,3
5767,6,3
5768,6,4
5769,8,11
5770,11,15
5771,16,16
5772,19,10
5773,20,15
5774,18,21
5775,19,29
5776,25,32
5777,23,23
5778,18,11
5779,12,11
5780,11,15
5781,13,11
5782,10,16
5783,9,9
5784,7,5
5785,9,7
5786,6,4
5787,7,4
5788,7,7
5789,6,5
5790,6,3
5791,7,5
5792,7,3
5793,10,5
5794,12,5
5795,15,9
5796,24,11
5797,26,19
5798,34,22
5799,45,13
5800,12,15
5801,13,11
5802,11,20
5803,11,8
5804,9,9
5805,15,13
5806,10,19
5807,10,3
5808,8,7
5809,7,13
5810,7,7
5811,6,3
5812,6,10
5813,7,10
5814,6,5
5815,6,10
5816,8,7
5817,9,21
5818,12,11
5819,13,11
5820,39,3
5821,24,11
5822,15,23
5823,14,19
5824,13,19
5825,12,21
5826,12,14
5827,9,11
5828,10,4
5829,10,13
5830,10,5
5831,8,3
5832,7,3
5833,9,7
5834,7,7
5835,7,3
5836,6,7
5837,6,5
5838,6,3
5839,7,4
5840,7,5
5841,9,9
5842,10,10
5843,15,3
5844,19,15
5845,24,18
5846,23,21
5847,14,18
5848,15,22
5849,13,24
5850,13,18
5851,12,14
5852,11,9
5853,9,14
5854,10,13
5855,10,10
5856,7,5
5857,7,5
5858,8,5
5859,6,5
5860,6,10
5861,7,7
5862,8,4
5863,8,11
5864,13,20
5865,19,20
5866,19,14
5867,18,8
5868,17,11
5869,14,20
5870,16,16
5871,14,16
5872,15,11
5873,14,8
5874,16,15
5875,17,9
5876,21,11
5877,20,10
5878,21,21
5879,20,33
5880,20,18
5881,20,19
5882,22,18
5883,16,24
5884,20,23
5885,21,24
5886,22,21
5887,24,29
5888,25,29
5889,24,26
5890,28,35
5891,31,45
5892,32,13
5893,11,11
5894,9,20
5895,9,10
5896,7,8
5897,6,8
5898,8,16
5899,9,19
5900,13,15
5901,10,27
5902,17,16
5903,14,19
5904,11,16
5905,15,29
5906,20,33
5907,22,24
5908,18,32
5909,17,24
5910,17,34
5911,21,33
5912,21,47
5913,26,47
5914,27,44
5915,23,42
5916,18,14
5917,9,10
5918,8,10
5919,9,9
5920,7,5
5921,6,5
5922,7,7
5923,7,9
5924,10,14
5925,14,19
5926,21,17
5927,14,11
5928,12,14
5929,14,19
5930,22,27
5931,30,29
5932,26,24
5933,22,24
5934,24,27
5935,28,35
5936,25,31
5937,22,31
5938,24,33
5939,26,31
5940,24,24
5941,23,23
5942,20,16
5943,18,19
5944,20,17
5945,19,11
5946,15,13
5947,18,14
5948,21,23
5949,27,21
5950,27,10
5951,18,16
5952,20,21
5953,22,24
5954,22,21
5955,20,27
5956,24,23
5957,22,23
5958,23,27
5959,31,34
5960,36,40
5961,40,39
5962,41,39
5963,39,45
5964,45,21
5965,19,27
5966,24,18
5967,15,11
5968,17,11
5969,18,11
5970,18,10
5971,20,10
5972,21,13
5973,24,14
5974,24,16
5975,22,18
5976,25,26
5977,28,27
5978,26,24
5979,21,26
5980,25,23
5981,22,24
5982,25,24
5983,31,33
5984,35,35
5985,32,37
5986,38,35
5987,37,43
5988,36,84
5989,51,47
5990,62,29
5991,24,7
5992,28,22
5993,26,15
5994,15,13
5995,13,11
5996,28,19
5997,37,21
5998,21,26
5999,27,23
6000,26,34
6001,29,33
6002,19,26
6003,22,27
6004,22,24
6005,19,24
6006,25,29
6007,32,37
6008,40,45
6009,41,47
6010,36,45
6011,45,47
6012,41,8
6013,9,4
6014,11,5
6015,8,8
6016,8,10
6017,13,4
6018,8,8
6019,7,9
6020,8,5
6021,8,15
6022,14,8
6023,11,10
6024,9,11
6025,12,13
6026,17,24
6027,30,32
6028,26,27
6029,26,27
6030,30,34
6031,41,44
6032,45,72
6033,62,75
6034,59,71
6035,50,59
6036,38,15
6037,17,15
6038,22,14
6039,22,13
6040,20,19
6041,27,22
6042,26,27
6043,29,26
6044,33,26
6045,37,18
6046,26,24
6047,24,27
6048,20,23
6049,18,31
6050,28,27
6051,23,27
6052,27,20
6053,26,21
6054,25,32
6055,33,43
6056,39,50
6057,41,43
6058,42,42
6059,40,47
6060,39,34
6061,81,45
6062,65,31
6063,52,27
6064,38,22
6065,32,21
6066,41,15
6067,30,11
6068,24,11
6069,39,14
6070,32,14
6071,28,15
6072,23,16
6073,28,27
6074,27,27
6075,27,23
6076,25,24
6077,29,26
6078,33,27
6079,37,32
6080,48,44
6081,49,50
6082,56,58
6083,50,50
6084,46,11
6085,13,14
6086,12,15
6087,12,3
6088,13,18
6089,21,8
6090,53,16
6091,28,14
6092,17,16
6093,26,14
6094,38,24
6095,19,17
6096,19,19
6097,17,27
6098,37,26
6099,43,27
6100,25,27
6101,19,29
6102,21,21
6103,33,27
6104,51,32
6105,30,31
6106,36,29
6107,31,44
6108,54,14
6109,29,21
6110,25,16
6111,21,14
6112,25,16
6113,21,14
6114,26,13
6115,25,15
6116,22,16
6117,38,18
6118,25,18
6119,24,24
6120,19,22
6121,26,27
6122,19,21
6123,21,27
6124,22,26
6125,20,21
6126,23,29
6127,33,32
6128,35,35
6129,35,39
6130,39,43
6131,39,41
6132,37,23
6133,24,22
6134,20,17
6135,18,16
6136,16,11
6137,15,15
6138,14,8
6139,19,19
6140,22,11
6141,22,11
6142,14,13
6143,17,18
6144,22,26
6145,24,21
6146,29,15
6147,21,27
6148,22,29
6149,20,27
6150,24,29
6151,29,37
6152,30,37
6153,31,37
6154,37,49
6155,41,49
6156,34,45
6157,33,47
6158,44,47
6159,42,50
6160,56,61
6161,66,64
6162,63,75
6163,69,77
6164,66,75
6165,68,68
6166,62,79
6167,68,84
6168,80,103
6169,75,99
6170,81,91
6171,67,37
6172,13,3
6173,11,3
6174,9,11
6175,8,5
6176,8,10
6177,9,3
6178,7,3
6179,7,3
6180,7,45
6181,16,35
6182,21,42
6183,32,39
6184,29,44
6185,25,35
6186,23,43
6187,38,43
6188,32,47
6189,40,56
6190,48,56
6191,44,68
6192,54,73
6193,55,79
6194,36,27
6195,18,5
6196,7,9
6197,8,4
6198,8,10
6199,8,11
6200,8,11
6201,8,9
6202,8,3
6203,8,3
6204,8,29
6205,17,31
6206,20,33
6207,21,37
6208,21,33
6209,23,32
6210,22,29
6211,24,32
6212,26,37
6213,31,53
6214,42,49
6215,44,58
6216,51,67
6217,65,51
6218,31,22
6219,11,3
6220,7,3
6221,7,11
6222,7,3
6223,6,3
6224,7,3
6225,7,5
6226,7,3
6227,6,3
6228,6,51
6229,52,50
6230,45,49
6231,63,53
6232,27,54
6233,35,63
6234,59,79
6235,63,71
6236,65,82
6237,67,90
6238,75,89
6239,67,95
6240,67,97
6241,66,99
6242,67,97
6243,67,50
6244,29,9
6245,11,7
6246,13,5
6247,12,3
6248,9,5
6249,10,5
6250,9,3
6251,10,3
6252,10,45
6253,41,50
6254,45,66
6255,48,64
6256,43,56
6257,51,64
6258,68,61
6259,71,73
6260,69,73
6261,74,71
6262,76,77
6263,74,84
6264,71,85
6265,69,84
6266,65,79
6267,63,37
6268,28,9
6269,13,11
6270,14,8
6271,12,7
6272,12,8
6273,13,5
6274,11,3
6275,10,4
6276,10,53
6277,53,58
6278,54,56
6279,48,53
6280,53,53
6281,54,56
6282,48,58
6283,51,67
6284,59,58
6285,62,66
6286,58,70
6287,53,71
6288,52,71
6289,57,81
6290,53,82
6291,63,50
6292,19,11
6293,10,7
6294,9,8
6295,9,5
6296,10,8
6297,14,15
6298,10,3
6299,9,5
6300,9,47
6301,34,42
6302,32,43
6303,29,39
6304,32,37
6305,25,35
6306,25,41
6307,36,44
6308,34,47
6309,38,61
6310,64,66
6311,64,74
6312,62,74
6313,59,72
6314,56,73
6315,33,10
6316,8,5
6317,8,7
6318,7,5
6319,7,7
6320,7,3
6321,8,3
6322,7,3
6323,7,5
6324,7,50
6325,40,43
6326,44,47
6327,41,53
6328,41,53
6329,48,61
6330,63,68
6331,69,74
6332,69,82
6333,69,94
6334,81,99
6335,84,110
6336,85,101
6337,82,110
6338,80,103
6339,79,64
6340,27,10
6341,8,7
6342,10,3
6343,8,3
6344,7,9
6345,8,3
6346,7,3
6347,8,9
6348,8,60
6349,56,68
6350,59,75
