,predictions,labels
7139,59,93
7140,70,93
7141,88,92
7142,67,94
7143,60,99
7144,79,99
7145,76,109
7146,60,107
7147,67,113
7148,72,114
7149,76,114
7150,74,122
7151,86,142
7152,70,152
7153,109,164
7154,108,149
7155,89,145
7156,84,56
7157,30,59
7158,41,56
7159,37,58
7160,35,58
7161,40,58
7162,30,59
7163,42,59
7164,44,68
7165,48,68
7166,59,64
7167,50,71
7168,56,75
7169,66,77
7170,63,74
7171,63,77
7172,60,79
7173,74,84
7174,93,101
7175,106,126
7176,114,126
7177,105,122
7178,93,114
7179,77,103
7180,70,81
7181,77,84
7182,67,92
7183,79,108
7184,100,124
7185,104,127
7186,109,129
7187,108,110
7188,81,99
7189,79,95
7190,71,89
7191,62,93
7192,61,117
7193,94,127
7194,97,108
7195,81,112
7196,81,117
7197,85,122
7198,94,131
7199,107,145
7200,109,164
7201,114,167
7202,110,172
7203,110,175
7204,108,141
7205,122,142
7206,114,127
7207,94,112
7208,63,85
7209,50,74
7210,44,70
7211,49,66
7212,49,64
7213,61,77
7214,68,82
7215,77,84
7216,68,61
7217,63,26
7218,66,87
7219,83,94
7220,74,98
7221,88,113
7222,97,117
7223,106,131
7224,116,147
7225,107,148
7226,111,166
7227,137,81
7228,39,81
7229,37,80
7230,45,91
7231,62,99
7232,89,103
7233,73,95
7234,71,95
7235,69,92
7236,74,107
7237,96,110
7238,81,101
7239,77,117
7240,97,109
7241,75,120
7242,86,112
7243,70,117
7244,76,112
7245,94,122
7246,94,127
7247,90,138
7248,94,152
7249,93,159
7250,93,161
7251,87,85
7252,54,84
7253,70,94
7254,80,85
7255,71,91
7256,79,89
7257,69,85
7258,59,85
7259,65,90
7260,92,92
7261,78,90
7262,55,85
7263,61,95
7264,77,105
7265,75,103
7266,68,95
7267,70,101
7268,69,114
7269,72,117
7270,105,124
7271,105,147
7272,112,155
7273,106,154
7274,93,135
7275,81,99
7276,72,108
7277,69,101
7278,73,103
7279,67,101
7280,78,97
7281,77,105
7282,72,95
7283,64,98
7284,77,99
7285,79,103
7286,78,113
7287,90,112
7288,94,105
7289,79,124
7290,91,114
7291,74,117
7292,70,133
7293,102,135
7294,102,148
7295,111,164
7296,112,161
7297,100,173
7298,106,179
7299,107,169
7300,116,161
7301,109,166
7302,114,173
7303,134,176
7304,119,164
7305,105,140
7306,78,117
7307,73,105
7308,94,114
7309,74,126
7310,109,147
7311,115,166
7312,115,164
7313,109,183
7314,153,269
7315,197,299
7316,174,263
7317,169,263
7318,175,264
7319,179,285
7320,187,278
7321,192,267
7322,179,260
7323,176,65
7324,20,59
7325,28,41
7326,19,45
7327,24,50
7328,30,53
7329,50,45
7330,33,49
7331,33,58
7332,45,63
7333,60,98
7334,81,117
7335,97,154
7336,124,173
7337,134,172
7338,123,177
7339,132,167
7340,132,172
7341,123,191
7342,140,264
7343,189,278
7344,187,253
7345,171,206
7346,121,173
7347,93,53
7348,18,42
7349,19,47
7350,28,44
7351,21,45
7352,25,37
7353,21,43
7354,24,42
7355,33,56
7356,41,51
7357,39,75
7358,62,109
7359,102,137
7360,110,155
7361,124,166
7362,130,179
7363,132,172
7364,137,169
7365,129,173
7366,123,187
7367,135,179
7368,122,176
7369,111,177
7370,121,179
7371,110,167
7372,133,161
7373,105,173
7374,90,177
7375,109,179
7376,132,185
7377,144,166
7378,119,131
7379,89,120
7380,86,120
7381,90,129
7382,91,152
7383,111,170
7384,123,190
7385,134,241
7386,165,303
7387,189,259
7388,165,280
7389,173,301
7390,195,300
7391,199,305
7392,174,313
7393,198,305
7394,198,300
7395,190,164
7396,98,155
7397,116,163
7398,107,149
7399,106,141
7400,117,161
7401,140,161
7402,128,127
7403,103,119
7404,112,117
7405,100,129
7406,109,149
7407,129,167
7408,135,173
7409,131,215
7410,175,295
7411,207,272
7412,197,204
7413,141,235
7414,176,245
7415,180,249
7416,187,280
7417,159,274
7418,209,266
7419,198,135
7420,80,112
7421,63,108
7422,69,103
7423,66,110
7424,79,129
7425,95,127
7426,88,117
7427,86,105
7428,68,112
7429,105,145
7430,93,148
7431,115,170
7432,141,183
7433,111,221
7434,179,285
7435,167,246
7436,133,235
7437,148,256
7438,173,300
7439,182,309
7440,188,285
7441,172,270
7442,157,273
7443,169,95
7444,49,77
7445,38,74
7446,45,61
7447,39,65
7448,41,59
7449,36,61
7450,42,56
7451,43,64
7452,57,79
7453,69,103
7454,104,169
7455,151,208
7456,167,239
7457,186,241
7458,178,235
7459,176,255
7460,197,318
7461,235,323
7462,227,309
7463,221,295
7464,220,295
7465,218,267
7466,190,267
7467,175,166
7468,101,158
7469,93,156
7470,117,194
7471,150,187
7472,145,181
7473,138,166
7474,119,167
7475,125,142
7476,108,116
7477,82,127
7478,103,149
7479,129,186
7480,144,197
7481,163,240
7482,190,303
7483,212,267
7484,169,278
7485,190,285
7486,197,275
7487,192,281
7488,206,278
7489,206,270
7490,207,256
7491,195,181
7492,140,179
7493,127,159
7494,101,141
7495,91,126
7496,79,105
7497,68,98
7498,62,89
7499,56,88
7500,65,98
7501,85,127
7502,123,186
7503,173,230
7504,180,256
7505,181,267
7506,182,283
7507,208,311
7508,198,306
7509,193,298
7510,197,281
7511,193,273
7512,191,246
7513,174,218
7514,167,204
7515,150,154
7516,77,159
7517,86,151
7518,90,147
7519,94,149
7520,94,149
7521,102,151
7522,102,148
7523,103,146
7524,98,122
7525,89,127
7526,96,149
7527,134,172
7528,159,199
7529,175,284
7530,199,277
7531,166,260
7532,168,275
7533,183,270
7534,164,246
7535,156,242
7536,168,261
7537,194,244
7538,140,219
7539,133,138
7540,100,144
7541,88,133
7542,83,122
7543,108,148
7544,129,138
7545,104,127
7546,87,124
7547,91,117
7548,120,131
7549,137,131
7550,106,151
7551,117,169
7552,125,166
7553,120,167
7554,135,271
7555,203,244
7556,140,208
7557,146,239
7558,177,260
7559,180,258
7560,180,246
7561,164,224
7562,152,256
7563,194,176
7564,109,177
7565,103,167
7566,103,172
7567,102,152
7568,103,143
7569,96,149
7570,102,152
7571,118,136
7572,96,112
7573,83,124
7574,94,152
7575,118,172
7576,149,220
7577,175,298
7578,204,303
7579,194,263
7580,165,273
7581,183,264
7582,178,259
7583,183,254
7584,177,258
7585,190,259
7586,197,230
7587,167,256
7588,194,247
7589,179,237
7590,174,228
7591,188,225
7592,177,219
7593,180,222
7594,180,217
7595,161,194
7596,151,206
7597,176,237
7598,170,274
7599,174,291
7600,187,300
7601,191,309
7602,195,333
7603,208,314
7604,185,258
7605,150,242
7606,146,233
7607,144,225
7608,139,220
7609,153,203
7610,135,215
7611,140,208
7612,143,211
7613,128,179
7614,119,179
7615,128,164
7616,121,151
7617,103,164
7618,110,158
7619,121,159
7620,123,172
7621,162,220
7622,160,269
7623,199,289
7624,202,298
7625,207,297
7626,205,298
7627,204,275
7628,185,266
7629,182,303
7630,210,270
7631,188,242
7632,164,229
7633,160,176
7634,124,142
7635,97,192
7636,119,187
7637,123,172
7638,113,163
7639,108,152
7640,104,149
7641,109,155
7642,109,164
7643,126,192
7644,128,186
7645,149,208
7646,149,245
7647,184,294
7648,216,300
7649,215,294
7650,214,294
7651,211,289
7652,202,294
7653,213,298
7654,203,305
7655,206,293
7656,197,264
7657,172,262
7658,166,141
7659,123,288
7660,205,285
7661,193,293
7662,191,293
7663,189,288
7664,196,283
7665,203,275
7666,203,260
7667,198,249
7668,190,266
7669,168,285
7670,176,300
7671,186,297
7672,183,313
7673,196,345
7674,214,344
7675,208,298
7676,168,246
7677,150,244
7678,148,242
7679,147,249
7680,156,258
7681,160,235
7682,139,230
7683,145,274
7684,220,281
7685,225,267
7686,219,274
7687,219,267
7688,210,262
7689,218,253
7690,221,246
7691,208,241
7692,208,245
7693,205,276
7694,204,288
7695,190,291
7696,195,307
7697,205,334
7698,215,350
7699,226,333
7700,201,283
7701,169,247
7702,148,246
7703,157,244
7704,162,228
7705,157,244
7706,154,253
7707,157,281
7708,189,291
7709,195,264
7710,153,244
7711,141,224
7712,128,211
7713,127,212
7714,134,197
7715,118,161
7716,114,197
7717,162,294
7718,201,309
7719,198,303
7720,181,313
7721,200,323
7722,195,360
7723,226,384
7724,215,351
7725,191,296
7726,165,264
7727,154,246
7728,138,239
7729,140,237
7730,139,231
7731,150,246
7732,186,239
7733,177,221
7734,153,218
7735,163,198
7736,154,198
7737,128,191
7738,167,179
7739,125,172
7740,132,183
7741,160,230
7742,184,252
7743,176,256
7744,185,277
7745,198,285
7746,206,307
7747,219,301
7748,193,274
7749,194,267
7750,217,227
7751,190,206
7752,160,181
7753,147,166
7754,123,262
7755,210,250
7756,202,237
7757,191,237
7758,193,240
7759,187,240
7760,195,229
7761,185,224
7762,174,220
7763,178,212
7764,189,228
7765,183,274
7766,175,299
7767,194,332
7768,223,348
7769,225,311
7770,188,272
7771,158,250
7772,153,246
7773,150,221
7774,149,222
7775,152,242
7776,167,263
7777,177,271
7778,180,170
7779,123,156
7780,113,133
7781,89,141
7782,109,159
7783,121,148
7784,98,122
7785,86,103
7786,70,98
7787,67,95
7788,71,114
7789,102,178
7790,159,264
7791,178,296
7792,181,285
7793,182,289
7794,181,291
7795,173,264
7796,166,235
7797,153,192
7798,127,151
7799,116,134
7800,103,110
7801,93,99
7802,93,203
7803,120,192
7804,135,195
7805,134,189
7806,133,184
7807,125,186
7808,126,190
7809,141,215
7810,154,208
7811,145,213
7812,179,260
7813,195,278
7814,186,277
7815,183,296
7816,211,329
7817,216,306
7818,189,253
7819,148,229
7820,146,233
7821,153,247
7822,169,242
7823,153,215
7824,137,202
7825,134,200
7826,144,276
7827,207,269
7828,202,252
7829,200,227
7830,177,212
7831,150,206
7832,179,208
7833,168,186
7834,147,187
7835,163,195
7836,181,240
7837,175,288
7838,185,296
7839,194,300
7840,188,309
7841,195,330
7842,226,357
7843,235,328
7844,194,267
7845,160,242
7846,150,242
7847,147,242
7848,158,241
7849,148,242
7850,148,211
7851,162,211
7852,169,208
7853,173,202
7854,160,210
7855,159,213
7856,178,217
7857,198,212
7858,174,204
7859,179,206
7860,192,249
7861,183,285
7862,183,305
7863,211,312
7864,205,339
7865,224,336
7866,206,289
7867,164,246
7868,152,244
7869,156,239
7870,153,225
7871,142,221
7872,140,213
7873,139,215
7874,142,235
7875,167,229
7876,155,207
7877,137,187
7878,129,178
7879,123,158
7880,111,142
7881,102,135
7882,96,137
7883,96,147
7884,107,192
7885,127,208
7886,133,169
7887,76,192
7888,117,172
7889,115,184
7890,137,197
7891,145,194
7892,136,199
7893,141,199
7894,131,179
7895,99,117
7896,55,122
7897,75,124
7898,79,131
7899,144,149
7900,117,163
7901,111,148
7902,106,147
7903,91,138
7904,109,122
7905,96,114
7906,78,113
7907,84,142
7908,114,226
7909,166,256
7910,155,230
7911,126,202
7912,114,175
7913,121,163
7914,99,161
7915,108,172
7916,128,179
7917,136,204
7918,149,207
7919,146,200
7920,138,192
7921,110,138
7922,69,138
7923,129,158
7924,122,138
7925,98,120
7926,84,114
7927,81,99
7928,70,94
7929,64,87
7930,68,92
7931,67,105
7932,80,95
7933,80,151
7934,117,226
7935,155,191
7936,120,195
7937,147,179
7938,130,175
7939,124,176
7940,129,176
7941,127,179
7942,126,164
7943,112,169
7944,110,191
7945,123,129
7946,73,246
7947,186,260
7948,177,250
7949,171,230
7950,153,211
7951,152,192
7952,142,175
7953,123,161
7954,112,152
7955,104,184
7956,118,213
7957,126,212
7958,145,147
7959,65,218
7960,135,190
7961,126,208
7962,146,212
7963,147,212
7964,145,221
7965,159,229
7966,146,189
7967,95,120
7968,61,129
7969,84,131
7970,86,267
7971,196,266
7972,188,267
7973,186,266
7974,189,246
7975,185,224
7976,178,215
7977,163,195
7978,141,198
7979,130,217
7980,135,222
7981,132,206
7982,123,176
7983,75,181
7984,150,179
7985,121,184
7986,129,190
7987,137,198
7988,149,197
7989,143,195
7990,127,175
7991,92,119
7992,69,124
7993,86,124
7994,83,250
7995,189,228
7996,159,227
7997,150,203
7998,131,172
7999,112,149
8000,98,137
8001,91,119
8002,79,117
8003,82,133
8004,97,190
8005,123,220
8006,133,197
8007,109,203
8008,148,189
8009,117,187
8010,121,186
8011,116,191
8012,136,212
8013,147,222
8014,151,246
8015,159,190
8016,90,143
8017,70,137
8018,71,149
8019,143,143
8020,119,136
8021,101,131
8022,90,122
8023,83,124
8024,94,127
8025,98,116
8026,80,116
8027,76,136
8028,107,199
8029,128,179
8030,110,152
8031,62,145
8032,122,212
8033,161,229
8034,169,222
8035,153,217
8036,151,212
8037,150,212
8038,152,229
8039,159,235
8040,180,210
8041,116,142
8042,78,258
8043,204,242
8044,190,217
8045,158,195
8046,140,186
8047,126,172
8048,116,159
8049,110,147
8050,102,148
8051,101,158
8052,109,203
8053,125,218
8054,135,172
8055,79,221
8056,144,199
8057,128,226
8058,159,228
8059,151,212
8060,145,212
8061,146,200
8062,130,156
8063,81,130
8064,72,133
8065,81,129
8066,81,103
8067,140,99
8068,99,90
8069,76,80
8070,65,72
8071,56,70
8072,54,75
8073,66,81
8074,91,120
8075,118,159
8076,140,206
8077,138,189
8078,109,164
8079,108,213
8080,136,213
8081,145,239
8082,161,237
8083,156,229
8084,155,220
8085,147,203
8086,144,181
8087,132,178
8088,95,148
8089,80,141
8090,81,215
8091,181,237
8092,181,249
8093,174,250
8094,190,242
8095,173,220
8096,166,204
8097,152,195
8098,157,183
8099,136,194
8100,132,218
8101,135,202
8102,129,142
8103,95,204
8104,131,179
8105,118,200
8106,143,199
8107,142,200
8108,139,187
8109,129,170
8110,114,147
8111,80,109
8112,67,124
8113,76,120
8114,79,252
8115,198,255
8116,188,233
8117,163,212
8118,137,195
8119,126,179
8120,120,170
8121,111,154
8122,103,146
8123,100,169
8124,134,215
8125,140,225
8126,138,178
8127,100,164
8128,133,164
8129,109,170
8130,117,178
8131,124,181
8132,128,187
8133,133,190
8134,135,184
8135,112,122
8136,57,120
8137,73,126
8138,72,235
8139,185,246
8140,185,253
8141,179,253
8142,180,234
8143,165,204
8144,146,199
8145,147,194
8146,132,177
8147,122,202
8148,135,219
8149,133,210
8150,135,170
8151,76,202
8152,137,181
8153,117,187
8154,132,198
8155,138,204
8156,142,195
8157,140,194
8158,129,155
8159,79,119
8160,67,127
8161,78,131
8162,78,124
8163,87,135
8164,83,120
8165,61,90
8166,57,77
8167,47,61
8168,36,59
8169,36,51
8170,36,49
8171,32,42
8172,35,47
8173,32,44
8174,29,45
8175,31,44
8176,31,37
8177,34,41
8178,35,35
8179,33,40
8180,36,45
8181,42,58
8182,44,66
8183,59,89
8184,70,107
8185,53,94
8186,84,126
8187,70,130
8188,79,124
8189,74,108
8190,53,101
8191,53,80
8192,41,80
8193,42,67
8194,33,59
8195,32,51
8196,29,54
8197,29,44
8198,26,43
8199,21,42
8200,28,50
8201,33,59
8202,37,60
8203,30,59
8204,40,64
8205,48,75
8206,55,71
8207,55,74
8208,51,66
8209,44,70
8210,48,130
8211,75,134
8212,83,134
8213,90,127
8214,73,114
8215,62,89
8216,49,73
8217,37,68
8218,35,63
8219,37,56
8220,32,50
8221,30,43
8222,30,43
8223,27,40
8224,24,42
8225,34,51
8226,39,58
8227,40,54
8228,42,56
8229,46,56
8230,45,59
8231,41,50
8232,42,61
8233,45,51
8234,38,124
8235,80,135
8236,75,120
8237,65,85
8238,54,75
8239,40,67
8240,38,58
8241,37,56
8242,41,49
8243,35,47
8244,32,50
8245,35,47
8246,31,47
8247,32,54
8248,34,41
8249,34,47
8250,38,45
8251,36,49
8252,40,50
8253,41,63
8254,48,79
8255,56,99
8256,62,101
8257,60,114
8258,82,138
8259,69,135
8260,81,103
8261,52,87
8262,50,65
8263,34,73
8264,40,56
8265,38,45
8266,32,51
8267,34,45
8268,33,45
8269,34,64
8270,38,54
8271,38,45
8272,34,47
8273,35,42
8274,29,34
8275,31,44
8276,37,54
8277,42,54
8278,48,79
8279,55,109
8280,60,103
8281,55,120
8282,70,136
8283,63,135
8284,66,117
8285,56,114
8286,63,108
8287,58,89
8288,40,56
8289,31,56
8290,29,45
8291,27,50
8292,39,54
8293,29,49
8294,29,50
8295,31,59
8296,32,58
8297,26,44
8298,24,43
8299,26,42
8300,30,50
8301,42,56
8302,61,101
8303,65,105
8304,55,105
8305,63,120
8306,57,140
8307,77,138
8308,84,145
8309,94,144
8310,93,138
8311,84,120
8312,75,105
8313,65,81
8314,49,61
8315,37,59
8316,44,59
8317,37,58
8318,34,51
8319,31,50
8320,30,45
8321,23,47
8322,36,47
8323,40,45
8324,47,61
8325,59,75
8326,64,88
8327,68,80
8328,68,70
8329,54,71
8330,51,117
8331,58,122
8332,66,107
8333,55,94
8334,52,70
8335,37,64
8336,37,53
8337,33,47
8338,35,51
8339,32,45
8340,33,43
8341,29,54
8342,34,45
8343,29,54
8344,33,40
8345,30,43
8346,38,45
8347,34,44
8348,35,47
8349,37,61
8350,50,73
8351,52,65
8352,47,79
8353,61,98
8354,79,131
8355,76,124
8356,75,116
8357,75,109
8358,67,105
8359,65,90
8360,53,70
8361,42,56
8362,39,51
8363,37,54
8364,35,50
8365,36,53
8366,35,45
8367,28,41
8368,28,41
8369,31,43
8370,34,45
8371,42,50
8372,46,59
8373,55,75
8374,60,90
8375,59,90
8376,62,87
8377,68,93
8378,65,129
8379,56,136
8380,71,113
8381,60,88
8382,50,77
8383,43,63
8384,32,51
8385,34,54
8386,34,47
8387,36,45
8388,30,45
8389,35,42
8390,36,60
8391,38,47
8392,31,42
8393,33,47
8394,35,43
8395,34,44
8396,35,56
8397,39,53
8398,47,73
8399,51,81
8400,46,87
8401,65,99
8402,68,129
8403,64,131
8404,86,114
8405,56,84
8406,41,74
8407,40,68
8408,33,49
8409,28,42
8410,25,44
8411,27,45
8412,28,45
8413,30,47
8414,27,50
8415,32,47
8416,32,44
8417,26,35
8418,22,37
8419,26,37
8420,31,50
8421,39,56
8422,48,82
8423,61,97
8424,60,110
8425,71,110
8426,61,133
8427,62,129
8428,67,103
8429,50,87
8430,41,66
8431,34,59
8432,34,54
8433,30,51
8434,32,50
8435,30,56
8436,34,50
8437,34,54
8438,31,56
8439,34,51
8440,32,53
8441,31,44
8442,30,43
8443,33,41
8444,32,58
8445,41,77
8446,47,84
8447,57,99
8448,61,114
8449,60,130
8450,77,119
8451,85,108
8452,70,109
8453,75,90
8454,57,77
8455,47,74
8456,46,64
8457,40,67
8458,42,67
8459,41,72
8460,37,41
8461,16,17
8462,8,8
8463,7,13
8464,8,14
8465,8,7
8466,7,11
8467,8,10
8468,9,8
8469,10,13
8470,13,18
8471,21,20
8472,15,14
8473,14,13
8474,15,75
8475,58,75
8476,60,59
8477,49,59
8478,35,56
8479,30,63
8480,38,60
8481,36,63
8482,34,26
8483,13,24
8484,16,7
8485,7,15
8486,9,11
8487,7,9
8488,7,11
8489,7,5
8490,7,11
8491,9,5
8492,8,13
8493,10,15
8494,9,17
8495,10,15
8496,11,15
8497,11,9
8498,15,56
8499,41,56
8500,41,60
8501,46,59
8502,32,63
8503,34,63
8504,38,61
8505,35,42
8506,17,31
8507,13,17
8508,8,7
8509,6,4
8510,6,5
8511,6,3
8512,5,3
8513,6,5
8514,7,5
8515,9,5
8516,7,5
8517,7,5
8518,7,7
8519,7,5
8520,7,3
8521,8,3
8522,12,114
8523,86,105
8524,61,105
8525,41,95
8526,51,84
8527,41,75
8528,40,75
8529,38,74
8530,38,74
8531,36,68
8532,36,44
8533,14,13
8534,7,8
8535,6,13
8536,6,10
8537,6,5
8538,6,9
8539,7,9
8540,7,7
8541,9,13
8542,12,19
8543,17,18
8544,15,11
8545,11,13
8546,13,129
8547,85,112
8548,72,101
8549,49,87
8550,56,71
8551,36,70
8552,38,72
8553,36,68
8554,38,68
8555,43,70
8556,38,42
8557,17,5
8558,7,7
8559,7,3
8560,7,5
8561,7,3
8562,8,3
8563,8,11
8564,8,9
8565,12,16
8566,16,15
8567,13,9
8568,10,7
8569,14,17
8570,17,138
8571,96,131
8572,51,92
8573,38,80
8574,40,72
8575,36,75
8576,42,72
8577,38,72
8578,43,71
8579,37,47
8580,15,9
8581,6,8
8582,6,8
8583,6,5
8584,6,14
8585,7,10
8586,6,7
8587,7,8
8588,7,5
8589,8,8
8590,8,8
8591,7,9
8592,8,7
8593,8,5
8594,9,88
8595,72,84
8596,80,72
8597,47,63
8598,52,68
8599,32,74
8600,34,65
8601,30,65
8602,38,68
8603,38,74
8604,41,75
8605,45,64
8606,29,20
8607,11,4
8608,8,3
8609,7,4
8610,7,8
8611,8,5
8612,6,8
8613,7,11
8614,9,3
8615,7,4
8616,7,5
8617,8,4
8618,11,105
8619,87,91
8620,62,105
8621,61,99
8622,61,89
8623,53,77
8624,42,75
8625,42,71
8626,36,77
8627,39,73
8628,43,56
8629,19,11
8630,7,17
8631,7,13
8632,7,5
8633,6,11
8634,7,9
8635,8,4
8636,7,7
8637,10,9
8638,11,5
8639,14,17
8640,13,11
8641,11,15
8642,13,90
8643,90,88
8644,61,94
8645,81,93
8646,66,93
8647,48,87
8648,41,81
8649,41,75
8650,39,68
8651,36,67
8652,36,68
8653,30,50
8654,17,32
8655,10,14
8656,6,5
8657,5,5
8658,5,5
8659,6,5
8660,7,5
8661,7,5
8662,7,9
8663,8,8
8664,8,5
8665,8,7
8666,10,97
8667,69,84
8668,62,90
8669,37,101
8670,54,82
8671,48,85
8672,42,68
8673,35,74
8674,38,71
8675,41,77
8676,37,56
8677,19,11
8678,7,11
8679,8,5
8680,7,7
8681,7,10
8682,9,8
8683,9,3
8684,8,11
8685,11,11
8686,17,21
8687,13,14
8688,15,15
8689,22,18
8690,17,127
8691,80,117
8692,55,82
8693,51,67
8694,37,66
8695,36,64
8696,33,65
8697,34,70
8698,33,64
8699,34,50
8700,24,31
8701,10,13
8702,7,5
8703,6,8
8704,6,5
8705,5,13
8706,7,11
8707,7,3
8708,7,5
8709,11,7
8710,9,3
8711,7,5
8712,9,7
8713,12,5
8714,17,122
8715,88,87
8716,62,103
8717,50,94
8718,51,85
8719,48,74
8720,39,71
8721,36,67
8722,38,71
8723,41,66
8724,33,39
8725,14,16
8726,8,13
8727,8,11
8728,7,8
8729,6,7
8730,7,11
8731,7,8
8732,6,11
8733,8,9
8734,15,22
8735,11,8
8736,9,11
8737,11,4
8738,15,11
8739,15,9
8740,25,11
8741,12,13
8742,18,16
8743,19,16
8744,14,18
8745,16,19
8746,15,24
8747,18,21
8748,19,23
8749,17,19
8750,16,29
8751,15,26
8752,14,27
8753,21,37
8754,25,39
8755,36,56
8756,48,70
8757,50,58
8758,50,64
8759,54,79
8760,50,79
8761,67,89
8762,47,20
8763,16,22
8764,12,11
8765,9,13
8766,9,18
8767,9,5
8768,9,5
8769,8,15
8770,11,15
8771,13,44
8772,41,43
8773,41,50
8774,30,21
8775,17,24
8776,16,26
8777,16,35
8778,20,26
8779,26,27
8780,31,51
8781,42,58
8782,49,56
8783,37,56
8784,37,50
8785,30,54
8786,31,5
8787,8,20
8788,14,20
8789,12,11
8790,9,11
8791,8,11
8792,8,13
8793,9,10
8794,11,17
8795,14,16
8796,15,20
8797,15,37
8798,43,22
8799,16,24
8800,20,26
8801,20,22
8802,21,27
8803,25,34
8804,34,53
8805,39,45
8806,33,42
8807,32,43
8808,32,43
8809,30,43
8810,27,10
8811,11,13
8812,10,13
8813,13,17
8814,17,18
8815,17,16
8816,17,8
8817,14,16
8818,24,21
8819,28,18
8820,14,15
8821,17,24
8822,21,24
8823,19,33
8824,23,37
8825,30,43
8826,39,61
8827,51,67
8828,56,63
8829,54,80
8830,63,84
8831,66,88
8832,61,90
8833,52,11
8834,12,19
8835,17,19
8836,17,5
8837,14,3
8838,16,11
8839,21,13
8840,21,26
8841,24,24
8842,46,21
8843,38,22
8844,16,17
8845,23,26
8846,21,26
8847,21,34
8848,28,37
8849,32,47
8850,38,68
8851,53,59
8852,52,59
8853,56,87
8854,60,77
8855,59,87
8856,58,93
8857,57,10
8858,9,7
8859,7,5
8860,7,17
8861,16,26
8862,28,23
8863,32,27
8864,53,24
8865,35,34
8866,67,32
8867,40,32
8868,15,22
8869,15,23
8870,14,29
8871,20,34
8872,22,42
8873,30,54
8874,41,79
8875,46,81
8876,46,84
8877,62,99
8878,67,122
8879,85,124
8880,70,117
8881,63,16
8882,12,20
8883,15,8
8884,7,8
8885,7,8
8886,8,7
8887,8,14
8888,15,18
8889,14,14
8890,15,18
8891,17,23
8892,19,23
8893,22,17
8894,15,14
8895,13,23
8896,18,27
8897,27,27
8898,27,37
8899,33,42
8900,49,87
8901,75,75
8902,46,63
8903,38,56
8904,35,50
8905,37,7
8906,8,9
8907,10,5
8908,14,9
8909,14,11
8910,13,3
8911,11,11
8912,17,15
8913,14,15
8914,23,24
8915,28,18
8916,16,13
8917,18,24
8918,16,21
8919,21,27
8920,25,37
8921,29,47
8922,40,59
8923,44,65
8924,47,75
8925,49,84
8926,56,97
8927,59,5
8928,10,9
8929,17,5
8930,9,5
8931,9,11
8932,11,14
8933,13,15
8934,15,14
8935,13,13
8936,15,11
8937,16,17
8938,15,17
8939,17,21
8940,22,27
8941,22,27
8942,24,27
8943,24,31
8944,27,32
8945,38,37
8946,61,56
8947,78,80
8948,75,107
8949,79,122
8950,85,134
8951,62,11
8952,10,16
8953,9,5
8954,8,15
8955,11,11
8956,14,18
8957,13,14
8958,19,18
8959,21,14
8960,23,27
8961,19,20
8962,21,15
8963,18,26
8964,16,34
8965,18,32
8966,22,33
8967,29,45
8968,37,66
8969,45,66
8970,42,56
8971,48,59
8972,46,73
8973,50,79
8974,44,81
8975,45,10
8976,19,15
8977,24,11
8978,18,9
8979,15,14
8980,13,15
8981,19,14
8982,18,20
8983,36,24
8984,39,22
8985,20,23
8986,18,21
8987,20,23
8988,17,21
8989,20,26
8990,22,37
8991,31,43
8992,39,66
8993,52,64
8994,45,66
8995,55,77
8996,56,82
8997,61,85
8998,63,87
8999,57,17
9000,13,13
9001,17,20
9002,14,11
9003,11,5
9004,9,14
9005,10,11
9006,16,17
9007,14,24
9008,40,29
9009,31,23
9010,14,22
9011,18,32
9012,23,29
9013,19,44
9014,26,24
9015,31,65
9016,48,59
9017,50,66
9018,52,81
9019,60,85
9020,62,93
9021,59,90
9022,58,90
9023,57,90
9024,81,113
9025,93,137
9026,108,127
9027,86,92
9028,55,103
9029,79,108
9030,82,114
9031,94,138
9032,123,158
9033,130,181
9034,126,197
9035,124,202
9036,124,203
9037,114,204
9038,120,210
9039,113,161
9040,122,212
9041,130,213
9042,129,215
9043,125,228
9044,129,66
9045,35,56
9046,25,39
9047,22,49
9048,22,53
9049,22,54
9050,24,54
9051,30,59
9052,42,84
9053,69,87
9054,70,99
9055,84,110
9056,85,124
9057,86,138
9058,82,156
9059,97,177
9060,111,195
9061,120,191
9062,117,191
9063,116,191
9064,114,226
9065,128,235
9066,129,250
9067,135,242
9068,130,44
9069,13,54
9070,26,53
9071,23,56
9072,23,47
9073,22,49
9074,24,50
9075,33,59
9076,41,61
9077,35,75
9078,48,81
9079,64,90
9080,81,114
9081,103,134
9082,106,151
9083,92,172
9084,115,194
9085,124,192
9086,128,208
9087,121,15
9088,73,152
9089,96,215
9090,106,94
9091,78,99
9092,78,101
9093,56,105
9094,56,124
9095,97,146
9096,126,152
9097,123,156
9098,112,154
9099,101,164
9100,105,173
9101,122,187
9102,133,199
9103,133,208
9104,124,191
9105,107,204
9106,123,198
9107,110,204
9108,118,210
9109,125,229
9110,130,218
9111,137,221
9112,131,233
9113,133,235
9114,130,101
9115,55,101
9116,77,88
9117,75,101
9118,93,122
9119,114,114
9120,101,99
9121,87,94
9122,83,110
9123,99,120
9124,114,136
9125,116,163
9126,140,185
9127,144,208
9128,150,202
9129,140,212
9130,145,204
9131,136,212
9132,138,224
9133,143,229
9134,141,211
9135,145,221
9136,144,217
